project,run_id,timestamp_utc,component,component_type,metric,tool,variant,duplicate_count,distinct_values,min_value,max_value,mean_value,tool_versions
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::Yc@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::Yl@L52,method,cc,lizard,lizard-default,2,1,2.0,2.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::Yu@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::Zi@L52,method,cc,lizard,lizard-default,3,3,1.0,5.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::Zl@L52,method,cc,lizard,lizard-default,2,2,2.0,4.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::Zn@L52,method,cc,lizard,lizard-default,4,2,1.0,2.0,1.25,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::Zr@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::]@L52,method,cc,lizard,lizard-default,6,2,1.0,3.0,1.333333,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::_@L52,method,cc,lizard,lizard-default,2,2,1.0,3.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::_l@L52,method,cc,lizard,lizard-default,2,1,2.0,2.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::_n@L52,method,cc,lizard,lizard-default,2,2,2.0,4.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::_o@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::_u@L52,method,cc,lizard,lizard-default,2,2,3.0,5.0,4.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::a@L1,method,cc,lizard,lizard-default,4,4,1.0,7.0,3.25,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::a@L52,method,cc,lizard,lizard-default,9,5,1.0,6.0,2.888889,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::add@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::ae@L52,method,cc,lizard,lizard-default,2,1,4.0,4.0,4.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::ar@L52,method,cc,lizard,lizard-default,2,2,2.0,4.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::au@L52,method,cc,lizard,lizard-default,2,1,2.0,2.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::b@L52,method,cc,lizard,lizard-default,8,5,1.0,23.0,5.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::bc@L52,method,cc,lizard,lizard-default,2,2,2.0,4.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::bo@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::c@L52,method,cc,lizard,lizard-default,13,4,1.0,6.0,3.153846,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::cc@L52,method,cc,lizard,lizard-default,3,3,1.0,5.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::ce@L52,method,cc,lizard,lizard-default,2,2,2.0,4.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::cellSizeGetter@L52,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::children@L52,method,cc,lizard,lizard-default,4,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::co@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::computeMetadataCallback@L52,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::cs@L52,method,cc,lizard,lizard-default,2,2,2.0,4.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::ct@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::d@L52,method,cc,lizard,lizard-default,2,2,1.0,3.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::de@L52,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::default@L1,method,cc,lizard,lizard-default,38,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::delete@L52,method,cc,lizard,lizard-default,4,3,2.0,7.0,4.75,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::di@L52,method,cc,lizard,lizard-default,2,2,2.0,4.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::du@L52,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e._getSelectedIndex@L52,method,cc,lizard,lizard-default,3,2,1.0,5.0,2.333333,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e.exec@L52,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e.exports@L1,method,cc,lizard,lizard-default,72,14,1.0,33.0,4.75,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e.exports@L14,method,cc,lizard,lizard-default,10,7,1.0,11.0,4.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e.exports@L39,method,cc,lizard,lizard-default,2,2,5.0,8.0,6.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e.exports@L47,method,cc,lizard,lizard-default,9,7,1.0,17.0,6.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e.exports@L52,method,cc,lizard,lizard-default,108,14,1.0,22.0,3.564815,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e.isInputMode@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e@L1,method,cc,lizard,lizard-default,26,7,1.0,11.0,3.615385,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e@L14,method,cc,lizard,lizard-default,18,3,1.0,103.0,6.944444,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e@L22,method,cc,lizard,lizard-default,4,4,1.0,24.0,8.75,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::e@L52,method,cc,lizard,lizard-default,15,5,1.0,8.0,1.866667,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::el@L52,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::eo@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::f@L1,method,cc,lizard,lizard-default,2,2,1.0,10.0,5.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::f@L47,method,cc,lizard,lizard-default,2,2,1.0,3.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::f@L52,method,cc,lizard,lizard-default,4,4,2.0,8.0,5.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::fe@L52,method,cc,lizard,lizard-default,2,2,1.0,9.0,5.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::fn@L52,method,cc,lizard,lizard-default,3,3,1.0,5.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::fr@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::g@L52,method,cc,lizard,lizard-default,6,5,1.0,6.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::ge@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::get@L1,method,cc,lizard,lizard-default,2,2,1.0,6.0,3.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::get@L22,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::get@L39,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::get@L52,method,cc,lizard,lizard-default,16,5,1.0,5.0,1.9375,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::gn@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::h@L52,method,cc,lizard,lizard-default,6,5,1.0,8.0,4.666667,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::has@L52,method,cc,lizard,lizard-default,4,3,1.0,5.0,2.75,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::he@L22,method,cc,lizard,lizard-default,2,2,1.0,6.0,3.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::hn@L52,method,cc,lizard,lizard-default,2,1,2.0,2.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::i@L47,method,cc,lizard,lizard-default,3,3,1.0,4.0,2.333333,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::i@L52,method,cc,lizard,lizard-default,16,6,1.0,18.0,4.75,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::includes@L52,method,cc,lizard,lizard-default,2,1,2.0,2.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::ir@L52,method,cc,lizard,lizard-default,3,3,1.0,5.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::iu@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::jl@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::ju@L52,method,cc,lizard,lizard-default,2,2,2.0,4.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::k@L52,method,cc,lizard,lizard-default,2,2,5.0,15.0,10.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::kn@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::kr@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::l@L1,method,cc,lizard,lizard-default,3,3,1.0,3.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::l@L52,method,cc,lizard,lizard-default,10,3,1.0,4.0,1.7,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::lu@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::m@L52,method,cc,lizard,lizard-default,2,2,2.0,4.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::ma@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::mi@L52,method,cc,lizard,lizard-default,2,1,2.0,2.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::ml@L52,method,cc,lizard,lizard-default,3,3,1.0,5.0,3.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::mo@L52,method,cc,lizard,lizard-default,2,2,1.0,2.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::mu@L52,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n.Browser@L47,method,cc,lizard,lizard-default,3,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n.createElement@L52,method,cc,lizard,lizard-default,3,2,1.0,4.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n.f@L52,method,cc,lizard,lizard-default,6,5,1.0,10.0,4.166667,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n.render@L22,method,cc,lizard,lizard-default,3,3,1.0,5.0,2.666667,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n.render@L39,method,cc,lizard,lizard-default,7,2,1.0,8.0,2.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n.render@L47,method,cc,lizard,lizard-default,4,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n.render@L52,method,cc,lizard,lizard-default,10,3,1.0,4.0,1.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n.unstable_forceFrameRate@L47,method,cc,lizard,lizard-default,2,2,1.0,4.0,2.5,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n.unstable_now@L47,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n.unstable_shouldYield@L47,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n@L1,method,cc,lizard,lizard-default,8,2,1.0,3.0,1.25,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n@L14,method,cc,lizard,lizard-default,2,1,1.0,1.0,1.0,unknown
retrofit,5899a99c-0676-4d1a-b88e-01577587da32,2026-02-26T14:20:47Z,website/public/2.x/converter-kotlinx-serialization/scripts/main.js::n@L22,method,cc,lizard,lizard-default,7,3,1.0,6.0,2.285714,unknown
